"","Country","date","cumulative_number_of_deaths","cumulative_number_of_cases","Cumulative_number_of_tests","tests_cum_weekly"
"440","African Region (AFR)",2021-03-19,58391,1988338,16346687,16022728
"441","African Region (AFR)",2021-03-20,58391,1988338,16389195,16022728
"442","African Region (AFR)",2021-03-21,59348,2004955,16436538,16436538
"443","African Region (AFR)",2021-03-22,59403,2008629,16517904,16436538
"444","African Region (AFR)",2021-03-23,59403,2008629,16547246,16436538
"445","African Region (AFR)",2021-03-24,59403,2008629,16589122,16436538
"446","African Region (AFR)",2021-03-25,59403,2008629,16647834,16436538
"447","African Region (AFR)",2021-03-26,59403,2008629,16715173,16436538
"448","African Region (AFR)",2021-03-27,59403,2008629,16762145,16436538
"449","African Region (AFR)",2021-03-28,60063,2023974,16817572,16817572
"450","African Region (AFR)",2021-03-29,60157,2027094,16898808,16817572
"451","African Region (AFR)",2021-03-30,60157,2027094,16946254,16817572
"452","African Region (AFR)",2021-03-31,60157,2027094,17008715,16817572
"453","African Region (AFR)",2021-04-01,60157,2027094,17067451,16817572
"454","African Region (AFR)",2021-04-02,60157,2027094,17120189,16817572
"455","African Region (AFR)",2021-04-03,60157,2027094,17158753,16817572
"456","African Region (AFR)",2021-04-04,60570,2040918,17188662,17188662
"457","African Region (AFR)",2021-04-05,60635,2043411,17256332,17188662
"458","African Region (AFR)",2021-04-06,60635,2043411,17288334,17188662
"459","African Region (AFR)",2021-04-07,60635,2043411,17334592,17188662
"460","African Region (AFR)",2021-04-08,60635,2043411,17391776,17188662
"461","African Region (AFR)",2021-04-09,60635,2043411,17454241,17188662
"462","African Region (AFR)",2021-04-10,60635,2043411,17514623,17188662
"463","African Region (AFR)",2021-04-11,61029,2053767,17552614,17552614
"464","African Region (AFR)",2021-04-12,61081,2057224,17630239,17552614
"465","African Region (AFR)",2021-04-13,61081,2057224,17671376,17552614
"466","African Region (AFR)",2021-04-14,61081,2057224,17731688,17552614
"467","African Region (AFR)",2021-04-15,61081,2057224,17790811,17552614
"468","African Region (AFR)",2021-04-16,61081,2057224,17858765,17552614
"469","African Region (AFR)",2021-04-17,61081,2057224,17888609,17552614
"470","African Region (AFR)",2021-04-18,61629,2069670,17945708,17945708
"471","African Region (AFR)",2021-04-19,61651,2071399,18009912,17945708
"472","African Region (AFR)",2021-04-20,61651,2071399,18049468,17945708
"473","African Region (AFR)",2021-04-21,61651,2071399,18103220,17945708
"474","African Region (AFR)",2021-04-22,61651,2071399,18150177,17945708
"475","African Region (AFR)",2021-04-23,61651,2071399,18216451,17945708
"476","African Region (AFR)",2021-04-24,61651,2071399,18256402,17945708
"477","African Region (AFR)",2021-04-25,62125,2083660,18300215,18300215
"478","African Region (AFR)",2021-04-26,62143,2088503,18379170,18300215
"479","African Region (AFR)",2021-04-27,62143,2088503,18411917,18300215
"480","African Region (AFR)",2021-04-28,62143,2088503,18451605,18300215
"481","African Region (AFR)",2021-04-29,62143,2088503,18504958,18300215
"482","African Region (AFR)",2021-04-30,62143,2088503,18586009,18300215
"483","African Region (AFR)",2021-05-01,62143,2088503,18627457,18300215
"484","African Region (AFR)",2021-05-02,62459,2098329,18652204,18652204
"485","African Region (AFR)",2021-05-03,62483,2100063,18751209,18652204
"486","African Region (AFR)",2021-05-04,62483,2100063,18784913,18652204
"487","African Region (AFR)",2021-05-05,62510,2101286,18836354,18652204
"488","African Region (AFR)",2021-05-06,62510,2101286,18880249,18652204
"489","African Region (AFR)",2021-05-07,62517,2101976,18949792,18652204
"490","African Region (AFR)",2021-05-08,62517,2101976,18996290,18652204
"491","African Region (AFR)",2021-05-09,62903,2116621,19035947,19035947
"492","African Region (AFR)",2021-05-10,62932,2118055,19106750,19035947
"493","African Region (AFR)",2021-05-11,62932,2118055,19147915,19035947
"494","African Region (AFR)",2021-05-12,62932,2118055,19197016,19035947
"495","African Region (AFR)",2021-05-13,62932,2118055,19257766,19035947
"496","African Region (AFR)",2021-05-14,62932,2118055,19328673,19035947
"497","African Region (AFR)",2021-05-15,62932,2118055,19388012,19035947
"498","African Region (AFR)",2021-05-16,63443,2136521,19424471,19424471
"499","African Region (AFR)",2021-05-17,63471,2138969,19488004,19424471
"500","African Region (AFR)",2021-05-18,63471,2138969,19536945,19424471
"501","African Region (AFR)",2021-05-19,63471,2138969,19592196,19424471
"502","African Region (AFR)",2021-05-20,63471,2138969,19656692,19424471
"503","African Region (AFR)",2021-05-21,63471,2138969,19721252,19424471
"504","African Region (AFR)",2021-05-22,63471,2138969,19797188,19424471
"505","African Region (AFR)",2021-05-23,64131,2164113,19842151,19842151
"506","African Region (AFR)",2021-05-24,64167,2166474,19983518,19842151
"507","African Region (AFR)",2021-05-25,64167,2166474,20026193,19842151
"508","African Region (AFR)",2021-05-26,64167,2166474,20086248,19842151
"509","African Region (AFR)",2021-05-27,64167,2166474,20147672,19842151
"510","African Region (AFR)",2021-05-28,64167,2166474,20221135,19842151
"511","African Region (AFR)",2021-05-29,64167,2166474,20290347,19842151
"512","African Region (AFR)",2021-05-30,64842,2197420,20333189,20333189
"513","African Region (AFR)",2021-05-31,64889,2200093,20419091,20333189
"514","African Region (AFR)",2021-06-01,64890,2200449,20490776,20333189
"515","African Region (AFR)",2021-06-02,64890,2200449,20559375,20333189
"516","African Region (AFR)",2021-06-03,64890,2200449,20626888,20333189
"517","African Region (AFR)",2021-06-04,64890,2200449,20717265,20333189
"518","African Region (AFR)",2021-06-05,64890,2200449,20778436,20333189
"519","African Region (AFR)",2021-06-06,65604,2242509,20838101,20838101
"520","African Region (AFR)",2021-06-07,65686,2246112,20934305,20838101
"521","African Region (AFR)",2021-06-08,65686,2246112,20989130,20838101
"522","African Region (AFR)",2021-06-09,65686,2246112,21071055,20838101
"523","African Region (AFR)",2021-06-10,65686,2246112,21158144,20838101
"524","African Region (AFR)",2021-06-11,65686,2246112,21261476,20838101
"525","African Region (AFR)",2021-06-12,65686,2246112,21347935,20838101
"526","African Region (AFR)",2021-06-13,66596,2312996,21416078,21416078
"527","African Region (AFR)",2021-06-14,66637,2316672,21531753,21416078
"528","African Region (AFR)",2021-06-15,66637,2316672,21604896,21416078
"529","African Region (AFR)",2021-06-16,66637,2316672,21696630,21416078
"530","African Region (AFR)",2021-06-17,66637,2316672,21781964,21416078
"531","African Region (AFR)",2021-06-18,66637,2316672,21889834,21416078
"532","African Region (AFR)",2021-06-19,66637,2316672,21979194,21416078
"533","African Region (AFR)",2021-06-20,68028,2418654,22062668,22062668
"534","African Region (AFR)",2021-06-21,68171,2423116,22170005,22062668
"535","African Region (AFR)",2021-06-22,68171,2423116,22247148,22062668
"536","African Region (AFR)",2021-06-23,68171,2423116,22352259,22062668
"537","African Region (AFR)",2021-06-24,68171,2423116,22449512,22062668
"538","African Region (AFR)",2021-06-25,68171,2423116,22579448,22062668
"539","African Region (AFR)",2021-06-26,68171,2423116,22685810,22062668
"540","African Region (AFR)",2021-06-27,70107,2567962,22777230,22777230
"541","African Region (AFR)",2021-06-28,70165,2569956,22895936,22777230
"542","African Region (AFR)",2021-06-29,70165,2569956,22984851,22777230
"543","African Region (AFR)",2021-06-30,70165,2569956,23096914,22777230
"544","African Region (AFR)",2021-07-01,70165,2569956,23214170,22777230
"545","African Region (AFR)",2021-07-02,70165,2569956,23362643,22777230
"546","African Region (AFR)",2021-07-03,70165,2569956,23482622,22777230
"547","African Region (AFR)",2021-07-04,72750,2744961,23572396,23572396
"548","African Region (AFR)",2021-07-05,72815,2749205,23678328,23572396
"549","African Region (AFR)",2021-07-06,72815,2749205,23767887,23572396
"550","African Region (AFR)",2021-07-07,72815,2749205,23872064,23572396
"551","African Region (AFR)",2021-07-08,72815,2749205,23983527,23572396
"552","African Region (AFR)",2021-07-09,72815,2749205,24125444,23572396
"553","African Region (AFR)",2021-07-10,72815,2749205,24238750,23572396
"554","African Region (AFR)",2021-07-11,76556,2925656,24317820,24317820
"555","African Region (AFR)",2021-07-12,76625,2932832,24429109,24317820
"556","African Region (AFR)",2021-07-13,76625,2932832,24517581,24317820
"557","African Region (AFR)",2021-07-14,76625,2932832,24613725,24317820
"558","African Region (AFR)",2021-07-15,76625,2932832,24712574,24317820
"559","African Region (AFR)",2021-07-16,76625,2932832,24833644,24317820
"560","African Region (AFR)",2021-07-17,76625,2932832,24920328,24317820
"561","African Region (AFR)",2021-07-18,80445,3074450,24978054,24978054
"562","African Region (AFR)",2021-07-19,80520,3086199,25036189,24978054
"563","African Region (AFR)",2021-07-20,80524,3086988,25142442,24978054
"564","African Region (AFR)",2021-07-21,80524,3086988,25227481,24978054
"565","African Region (AFR)",2021-07-22,80524,3086988,25310809,24978054
"566","African Region (AFR)",2021-07-23,80611,3093870,25592135,24978054
"567","African Region (AFR)",2021-07-24,80611,3093870,25667841,24978054
"568","African Region (AFR)",2021-07-25,84450,3210852,25722191,25722191
"569","African Region (AFR)",2021-07-26,84607,3221074,25777603,25722191
"570","African Region (AFR)",2021-07-27,84702,3232700,25967029,25722191
"571","African Region (AFR)",2021-07-28,84702,3232700,26064823,25722191
"572","African Region (AFR)",2021-07-29,84702,3232700,26151515,25722191
"573","African Region (AFR)",2021-07-30,84702,3232700,26311816,25722191
"574","African Region (AFR)",2021-07-31,84702,3232700,26391000,25722191
"575","African Region (AFR)",2021-08-01,88176,3337423,26448320,26448320
"576","African Region (AFR)",2021-08-02,88344,3350519,26499870,26448320
"577","African Region (AFR)",2021-08-03,88442,3359621,26706593,26448320
"578","African Region (AFR)",2021-08-04,88442,3359621,26792790,26448320
"579","African Region (AFR)",2021-08-05,88442,3359621,26879993,26448320
"580","African Region (AFR)",2021-08-06,88442,3359621,27029380,26448320
"581","African Region (AFR)",2021-08-07,88442,3359621,27124072,26448320
"582","African Region (AFR)",2021-08-08,91767,3459838,27200779,27200779
"583","African Region (AFR)",2021-08-09,91803,3463545,27300273,27200779
"584","African Region (AFR)",2021-08-10,91803,3463545,27362130,27200779
"585","African Region (AFR)",2021-08-11,91803,3463545,27439232,27200779
"586","African Region (AFR)",2021-08-12,91803,3463545,27541052,27200779
"587","African Region (AFR)",2021-08-13,91982,3479096,27679824,27200779
"588","African Region (AFR)",2021-08-14,91982,3479096,27772016,27200779
"589","African Region (AFR)",2021-08-15,94756,3563409,27834449,27834449
"590","African Region (AFR)",2021-08-16,94985,3576022,27904194,27834449
"591","African Region (AFR)",2021-08-17,95087,3584020,28068476,27834449
"592","African Region (AFR)",2021-08-18,95087,3584020,28166847,27834449
"593","African Region (AFR)",2021-08-19,95087,3584020,28268633,27834449
"594","African Region (AFR)",2021-08-20,95087,3584020,28389463,27834449
"595","African Region (AFR)",2021-08-21,95087,3584020,28488489,27834449
"596","African Region (AFR)",2021-08-22,97897,3682601,28576476,28576476
"597","African Region (AFR)",2021-08-23,98066,3695736,28736432,28576476
"598","African Region (AFR)",2021-08-24,98066,3695736,28814595,28576476
"599","African Region (AFR)",2021-08-25,98066,3695736,28920409,28576476
"600","African Region (AFR)",2021-08-26,98066,3695736,29008895,28576476
"601","African Region (AFR)",2021-08-27,98066,3695736,29137262,28576476
"602","African Region (AFR)",2021-08-28,98066,3695736,29231334,28576476
"603","African Region (AFR)",2021-08-29,100731,3787529,29368489,29368489
"604","African Region (AFR)",2021-08-30,100856,3795014,29450876,29368489
"605","African Region (AFR)",2021-08-31,100856,3795014,29529779,29368489
"606","African Region (AFR)",2021-09-01,100856,3795014,29628068,29368489
"607","African Region (AFR)",2021-09-02,100856,3795014,29718726,29368489
"608","African Region (AFR)",2021-09-03,100856,3795014,29770312,29368489
"609","African Region (AFR)",2021-09-04,100856,3795014,29918538,29368489
"610","African Region (AFR)",2021-09-05,103026,3861843,29990657,29990657
"611","African Region (AFR)",2021-09-06,103235,3871171,30147738,29990657
"612","African Region (AFR)",2021-09-07,103235,3871171,30234520,29990657
"613","African Region (AFR)",2021-09-08,103235,3871171,30314258,29990657
"614","African Region (AFR)",2021-09-09,103235,3871171,30407816,29990657
"615","African Region (AFR)",2021-09-10,103235,3871171,30531245,29990657
"616","African Region (AFR)",2021-09-11,103235,3871171,30600635,29990657
"617","African Region (AFR)",2021-09-12,104954,3922838,30735842,30735842
"618","African Region (AFR)",2021-09-13,104982,3926296,30793819,30735842
"619","African Region (AFR)",2021-09-14,104982,3926296,30868273,30735842
"620","African Region (AFR)",2021-09-15,104982,3926296,30940020,30735842
"621","African Region (AFR)",2021-09-16,104982,3926296,31032507,30735842
"622","African Region (AFR)",2021-09-17,104982,3926296,31128512,30735842
"623","African Region (AFR)",2021-09-18,104982,3926296,31196809,30735842
"624","African Region (AFR)",2021-09-19,106604,3962831,31325364,31325364
"625","African Region (AFR)",2021-09-20,106621,3970975,31369945,31325364
"626","African Region (AFR)",2021-09-21,106621,3970975,31442527,31325364
"627","African Region (AFR)",2021-09-22,106621,3970975,31518605,31325364
"628","African Region (AFR)",2021-09-23,106621,3970975,31580352,31325364
"629","African Region (AFR)",2021-09-24,106621,3970975,31667081,31325364
"630","African Region (AFR)",2021-09-25,106621,3970975,31710914,31325364
"631","African Region (AFR)",2021-09-26,107669,3992497,31765539,31765539
"632","African Region (AFR)",2021-09-27,107682,3996759,31818232,31765539
"633","African Region (AFR)",2021-09-28,107682,3996759,31855964,31765539
"634","African Region (AFR)",2021-09-29,107702,3999330,31993785,31765539
"635","African Region (AFR)",2021-09-30,107702,3999330,32066533,31765539
"636","African Region (AFR)",2021-10-01,107702,3999330,32127350,31765539
"637","African Region (AFR)",2021-10-02,107702,3999330,32204078,31765539
"638","African Region (AFR)",2021-10-03,108610,4014256,32287163,32287163
"639","African Region (AFR)",2021-10-04,108650,4017457,32356215,32287163
"640","African Region (AFR)",2021-10-05,108650,4017457,32404873,32287163
"641","African Region (AFR)",2021-10-06,108650,4017457,32470226,32287163
"642","African Region (AFR)",2021-10-07,108650,4017457,32529794,32287163
"643","African Region (AFR)",2021-10-08,108650,4017457,32595952,32287163
"644","African Region (AFR)",2021-10-09,108650,4017457,32640691,32287163
"645","African Region (AFR)",2021-10-10,108754,4021634,32735474,32735474
"646","African Region (AFR)",2021-10-11,109300,4028572,32799647,32735474
"647","African Region (AFR)",2021-10-12,109300,4028572,32850303,32735474
"648","African Region (AFR)",2021-10-13,109300,4028572,32913831,32735474
"649","African Region (AFR)",2021-10-14,109300,4028572,32972645,32735474
"650","African Region (AFR)",2021-10-15,109300,4028572,33040004,32735474
"651","African Region (AFR)",2021-10-16,109300,4028572,33084505,32735474
"652","African Region (AFR)",2021-10-17,109655,4034571,33121606,33121606
"653","African Region (AFR)",2021-10-18,109664,4035098,33175989,33121606
"654","African Region (AFR)",2021-10-19,109723,4036653,33286751,33121606
"655","African Region (AFR)",2021-10-20,109723,4036653,33341983,33121606
"656","African Region (AFR)",2021-10-21,109723,4036653,33394601,33121606
"657","African Region (AFR)",2021-10-22,109731,4039453,33456497,33121606
"658","African Region (AFR)",2021-10-23,109731,4039453,33513734,33121606
"659","African Region (AFR)",2021-10-24,110158,4044965,33641007,33641007
"660","African Region (AFR)",2021-10-25,110178,4047125,33694688,33641007
"661","African Region (AFR)",2021-10-26,110178,4047125,33734568,33641007
"662","African Region (AFR)",2021-10-27,110178,4047125,33801353,33641007
"663","African Region (AFR)",2021-10-28,110178,4047125,33855431,33641007
"664","African Region (AFR)",2021-10-29,110178,4047125,33913890,33641007
"665","African Region (AFR)",2021-10-30,110178,4047125,33950846,33641007
"666","African Region (AFR)",2021-10-31,110487,4052001,34025858,34025858
"667","African Region (AFR)",2021-11-01,110500,4053626,34101657,34025858
